material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;tiger;40;0;4;3;0;0;0;0;0;0;related;lure
words;bonbons;55;0;4;3;0;0;0;0;0;0;related;lure
words;rum;69;0;4;1;0;0;0;0;0;0;control;lure
words;wasserstoff;48;0;4;2;0;0;0;0;0;0;repeated;lure
words;synagoge;52;0;3;2;0;0;0;0;0;0;center;lure
words;cannabis;54;3;7;4;15;15;37;0;22,333333;37;repeated_related;target
words;lesen;26;0;4;3;0;0;0;0;0;0;related;lure
words;kanu;35;1;1;1;16;0;0;0;16;16;control;target
words;jupiter;60;3;1;1;4;62;62;0;42,666667;62;repeated;target
words;chopin;51;0;4;2;0;0;0;0;0;0;repeated;lure
words;säge;4;1;8;4;2;0;0;0;2;2;related;target
words;oboe;14;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;england;18;4;7;4;28;28;54;54;41;54;repeated_related;target
words;richter;11;3;3;3;27;33;33;0;31;33;repeated;target
words;cent;47;2;6;4;21;50;0;0;35,5;50;center;target
words;asien;38;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;forelle;12;1;9;4;8;0;0;0;8;8;related;target
words;hessen;41;1;1;1;15;0;0;0;15;15;control;target
words;freude;44;0;3;2;0;0;0;0;0;0;center;lure
words;blumenkohl;2;4;3;3;22;22;43;43;32,5;43;repeated;target
words;majoran;25;3;6;4;27;27;64;0;39,333333;64;repeated_related;target
words;gelb;49;1;9;4;33;0;0;0;33;33;related;target
words;western;59;3;6;4;1;1;61;0;21;61;center;target
words;gewehr;36;1;1;1;28;0;0;0;28;28;control;target
words;radio;27;0;2;2;0;0;0;0;0;0;control;lure
words;terrier;46;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;meter;72;0;2;1;0;0;0;0;0;0;control;lure
words;laptop;33;0;3;2;0;0;0;0;0;0;center;lure
words;eiche;10;0;6;2;0;0;0;0;0;0;repeated;lure
words;zirkus;58;2;6;3;32;58;0;0;45;58;center;target
